id,xcentroid,ycentroid,sharpness,roundness1,roundness2,npix,peak,flux,mag,daofind_mag
1,1.525340599266943,1.4480954994342594,0.23051058932690058,-0.18690758963324686,-0.09859686930868622,25,1270,19838,-10.743744714814245,-5.749342991775627
2,6073.93947171849,4.34568206080324,0.5105616332184028,0.08946896209174554,-0.16777407412656126,25,5567,87140,-12.350543888999336,-6.856861543715489
3,2488.613442803399,8.066659226437688,0.3377519649345717,0.17586164627692993,0.0941996762865827,25,65535,1101295,-15.104759168708949,-9.772113215009618
4,2972.34217384546,7.675519964366778,0.5112257911407149,-0.2552432624727685,-0.077152021424859,25,2411,41831,-11.553745617063027,-5.840338282041287
5,1632.1406972803404,12.278572354555248,0.7163188156909689,0.23181272541521034,-0.13218588355351218,25,7288,95670,-12.451939434906553,-7.104945590403
6,6184.48019842333,14.907926651247317,0.2993749133280643,0.38624541097027626,0.18224497753891583,25,2597,52021,-11.79044674096392,-5.9098369510725846
7,2615.033520948764,15.71600342737145,0.42098291816241606,0.18894814534382848,-0.03802215298476157,25,4419,69450,-12.104180625184087,-6.781971003571598
8,5620.220515960466,20.4924688549585,0.814457933528589,0.2854047684500737,0.08141156450899498,25,6387,83946,-12.31000001743547,-6.800659202295797
9,2435.902293254317,22.458731723743046,0.4222654662747322,0.062434790905017294,0.20136185059259906,25,3858,61511,-11.972381968792975,-6.606484290820718
10,4280.62377872055,25.530298077763806,0.4116724778874658,-0.4429905097288287,0.16657307159726673,25,10542,144460,-12.899369026310683,-7.884426773677201
11,1975.6787753934266,32.932639489150716,0.5853521660773107,-0.19428506458557473,0.2816746926003779,25,2659,45854,-11.653443066599367,-5.8266851400934
12,1925.5499349130928,33.606667169199895,0.3830627492405678,0.07699439064245078,0.4410242822824954,25,1423,33095,-11.299405963560556,-4.7434824734070995
13,2097.5782119321593,39.04834072730335,0.38184275533305884,-0.021972461713497194,0.36561860482195224,25,2391,44827,-11.628849187838036,-5.855053022952042
14,4588.917516904772,38.24231756753255,0.3220214921986064,-0.5372225804880079,-0.05031632689636519,25,11354,162379,-13.026324656261693,-8.13015155976781
15,2378.653571618694,39.00690928402938,0.46423703498660934,-0.06917372568785123,-0.05081702686247654,25,19256,262361,-13.547248193912147,-8.454758321496996
16,128.85266500326102,50.05723089060779,0.6239806473966197,-0.14907621162700546,-0.5715348657709709,25,2215,42997,-11.583595387268895,-5.258977910464529
17,593.0572873728411,54.15647657713604,0.368150313597345,-0.05940641991824071,-0.3984031862170028,25,4452,80125,-12.259420106317185,-6.6225851138205005
18,327.55522482344685,56.759480057232146,0.36440846822315376,-0.03988600232924312,0.052736376476907196,25,4840,87582,-12.356037146015762,-6.798945333471444
19,4378.8362924343255,56.61515679703097,0.2837449278866333,-0.2274280429296521,0.11114195195331218,25,2683,52163,-11.793406401498084,-5.975557745307972
20,998.2988059017787,62.2648132529558,0.7803203841818628,0.10736533237965917,-0.20331678070978432,25,4352,62378,-11.987578615100254,-6.3959005461083205
21,4851.698290218589,70.46362023581042,0.9698360798863492,-0.22698511410734723,0.2421963435007535,25,8323,81884,-12.282997624042387,-7.235297053128326
22,1999.392706564414,75.01003475484623,0.3567841741845927,0.11218052090037722,0.41917112973480364,25,17159,246515,-13.479608376163235,-8.503437015171272
23,2962.57761869856,76.07888975407036,0.32924055937699975,0.15974577015395902,0.07583107264921402,25,65535,1102239,-15.105689433492696,-9.810953367349045
24,2962.0424007637644,76.97394212568913,0.2128166629226781,-0.28630703628179655,0.17205417340624257,25,64595,1189702,-15.18859547918937,-9.940802644148741
25,3376.9186870405533,80.56401693960818,0.24566221422095502,-0.6533571052889389,-0.05948984595130106,25,2172,43869,-11.60539433678557,-5.941208901682186
26,5019.338031166905,81.41371292265897,0.526394130717134,-0.003155221077684346,0.09439569153869201,25,9760,134316,-12.82031937452029,-7.601080097542548
27,5283.75157988277,84.28505709682221,0.3745456906400726,0.10613413170001351,0.20578110485560108,25,2087,40778,-11.526064803834345,-5.618350564069059
28,5840.718620986941,90.63638590906866,0.5151694799136047,0.10815254939474728,0.16830921036779778,25,1536,32459,-11.278337839775151,-4.898932053413842
29,949.6291479862996,92.34993391153732,0.4726030107121234,-0.03372423843449447,0.028130868950639445,25,3639,60007,-11.945504787794533,-6.440824447052158
30,2484.6905015696316,96.17208596059976,0.44812681087886064,-0.05354674120954662,-0.5163470190158378,25,2013,39586,-11.4938540508132,-5.354672374908538
31,3541.9905472242153,99.67421088318972,0.25709048167001364,0.11476687996978856,0.2869799831260227,25,1670,35623,-11.379326227218877,-5.386587005329584
32,4184.098408099892,100.13150864445433,0.3522657209222948,0.11925922717452131,0.056100327054006846,25,1802,36928,-11.418389467849046,-5.346758194180077
33,341.93839121263545,109.95556816032301,0.6031824460174612,-0.14983050044865462,-0.06888476676607327,25,2991,51695,-11.783621349155561,-5.90842155892258
34,602.3228614094073,110.77851420505449,0.3832397680766967,0.346106814445872,0.1028996046258532,25,2429,49230,-11.730574589431889,-5.578442517712463
35,91.87512480582052,112.59858233593003,0.6391729043446652,-0.04884358820654168,0.2649304416727817,25,5463,86932,-12.347949178327069,-6.673411815166549
36,5406.116854230054,111.59977450889036,0.3348390121070516,0.03698675292155882,0.0919365028450559,25,2533,47599,-11.6939945719775,-6.0125053799633585
37,5397.365344148654,113.45267335983807,0.5602885806170164,0.05725046060154106,0.15349068826223225,25,5677,81282,-12.274985952970844,-6.915152459050927
38,590.4986175042409,116.11769933862097,0.5068008829414303,-0.022462424982380047,-0.23780947425930382,25,8439,133570,-12.814272314931632,-7.331459995141571
39,4250.763997143382,116.97039777995613,0.25359305870934673,-0.3962343349911321,0.02965081671417394,25,3594,64254,-12.019750422376202,-6.614909265744201
40,1492.2127852274064,117.88183338582682,0.3092319961896631,0.12554266487313526,-0.3547218407984385,25,1695,37792,-11.443499689833551,-4.837597224898092
41,1065.7854912865114,125.90502645571075,0.34857525169896514,-0.06182740646525045,0.10684241834244756,25,1996,40215,-11.510970182596402,-5.5550318970610135
42,597.6700773698142,131.66640993647033,0.2869085956657757,0.15934518571192188,-0.2631684330781573,25,1430,31368,-11.241217073230377,-5.147921921219303
43,360.1545912108627,136.34888213523155,0.2676001151776868,-0.0261107824956957,0.0380985674365727,25,1713,37920,-11.447170821665072,-5.198435187780481
44,4211.167198961188,140.2623150465804,0.4736013423439419,-0.47976861683221006,0.0025847880546652656,25,31994,353381,-13.870607988443409,-9.23993583942371
45,3788.8058371369493,140.77954955725653,0.697936150700548,-0.06951238458522584,0.6231257603710999,25,1633,33591,-11.31555733232055,-4.799051163877256
46,4231.536366849325,146.59936778310393,0.4081845035780961,-0.43337860906755576,0.22612352860574533,25,21202,253912,-13.51170806579824,-8.830124401754533
47,1373.8440262249298,152.89255898392014,0.3888737060687972,0.29306933145885256,0.2234161462648066,25,7135,111452,-12.617719665691837,-7.400644378963404
48,5988.220813246772,151.8575707310123,0.31362273663885554,-0.1583842583304272,-0.0002669506744581693,25,41920,628844,-14.49635730382784,-9.459204094127417
49,314.0054183463528,156.44458696621632,0.3672916080564233,-0.021551134515281862,-0.05278573629118352,25,2978,55432,-11.85940137081338,-6.226316519418317
50,4233.450152695296,162.69479748489172,0.4228995896882741,-0.3926573631084304,0.19838858941709325,25,2454,44139,-11.612056224227576,-5.942935024318123
51,3640.8068830098046,165.46451703783728,0.7816076582126811,-0.02426420323251738,0.005812018386787047,25,1657,33600,-11.31584819347461,-4.747751999674038
