id,xcentroid,ycentroid,sharpness,roundness1,roundness2,npix,peak,flux,mag,daofind_mag
1,4781.475152733709,0.5720459600597979,0.6552306343258262,-0.3522562914547787,-0.8236528844515529,25,19570,152190,-12.955965292592666,-8.81783389500635
2,5835.988101170037,0.9735902122738457,0.6826569468481064,0.42476964907714854,-0.14182311622347493,25,65535,537629,-14.326206716894047,-10.030009719406063
3,43.85242106439608,2.218297032295058,0.26142814320729374,0.5098409665210578,-0.40870032626721225,25,11787,220442,-13.358235856466775,-8.12283137505837
4,2804.7532679629444,2.0794983185964977,0.2692945419113452,0.14431278090420727,0.3519196335259853,25,28200,352235,-13.867081269138115,-9.516099953410997
5,4336.174921311333,2.3350245634935227,0.36239892109900823,0.2536363521637993,0.5082054038006636,25,12610,216660,-13.339446847026174,-8.174209551437315
6,45.53891736922478,3.8637654570626214,0.5808508561629692,0.38347222413153315,-0.7275661012392255,25,27419,383112,-13.958314388389976,-8.9374064674057
7,46.155214033904706,4.070254542606507,0.45988227316027336,0.7460115024532212,0.7145511783650306,25,24300,361520,-13.895330820807864,-8.966885803318489
8,1316.0614176318124,5.744500558736045,0.5860678038963644,0.8630300625216936,0.182989915912211,25,47693,423290,-14.066595021550496,-9.849510035940556
9,3793.340371251025,8.169137226411644,0.22310255550976718,0.1640078581752633,0.2888491748904199,25,19638,318710,-13.758489225806116,-8.968016590397138
10,2909.5503884907694,12.134681817164104,0.31153066865919077,0.7911317876477492,0.8979415586774642,25,15229,261685,-13.544447073088708,-8.5147785694586
11,2441.888312758341,19.37929872706183,0.5038139360925381,0.8536928491283031,0.3491364535392397,25,65535,653068,-14.53739601018317,-10.220765964816913
12,3618.523288031966,26.049851977780147,0.45124765285328744,0.1341197595760846,0.14941504830608038,25,19403,258972,-13.533132026970975,-8.786014264759839
13,3092.873650986976,27.681036491324267,0.41019110916076035,0.5388739532271157,0.44950100723514747,25,65535,760884,-14.703296129443226,-10.164906722664904
